,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,MSZoning,Neighborhood,BsmtQual,BsmtFinType1,CentralAir,GarageType,SalePrice
1118,5,1958,1987,533,1021,1601,0,1958.0,1,300,RL,Sawyer,TA,Unf,Y,BuiltIn,11.84939770159144
1119,5,1959,1959,1040,1040,1040,0,1959.0,1,286,RL,NAmes,TA,LwQ,Y,Attchd,11.803353763090035
1120,6,1920,1950,1012,1012,1012,1,1920.0,1,308,RM,IDOTRR,TA,Unf,Y,Detchd,11.681824001432043
1121,7,2005,2006,1552,1552,1552,0,2005.0,3,782,RL,CollgCr,Gd,GLQ,Y,Attchd,12.26857785088157
1122,4,1956,1956,672,960,960,0,1956.0,1,288,RL,Edwards,TA,Unf,Y,Basment,11.626254150277232
1123,5,1947,2008,698,698,698,0,1978.5061638868744,0,0,RL,Edwards,TA,Unf,Y,No,11.678439903447801
1124,7,1992,1992,384,812,1482,1,1992.0,2,392,RL,Gilbert,Gd,Unf,Y,Attchd,12.00701176473192
1125,4,1955,1955,1005,1005,1005,1,1977.0,2,672,RL,NAmes,TA,Unf,Y,Detchd,11.652687407345388
1126,7,2007,2007,1373,1555,1555,1,2007.0,3,660,RL,Blmngtn,Gd,Unf,Y,Attchd,12.066810578196666
1127,7,2004,2004,1530,1530,1530,1,2004.0,3,630,RL,Gilbert,Gd,GLQ,Y,Attchd,12.464583340681674
1128,7,2004,2005,847,847,1959,1,2004.0,2,434,RL,Gilbert,Gd,Unf,Y,BuiltIn,12.2783933071098
1129,5,1980,1980,936,936,936,0,1980.0,2,672,RM,OldTown,Gd,GLQ,Y,Detchd,11.84939770159144
1130,4,1928,1950,1122,1328,1981,2,1981.0,2,576,RL,SWISU,TA,BLQ,Y,Detchd,11.813030057420567
1131,5,1991,1992,974,974,974,0,1978.5061638868744,0,0,RL,Mitchel,Gd,BLQ,Y,No,11.44571671527678
1132,6,1880,1950,1008,1178,2210,0,1930.0,1,205,RM,OldTown,TA,Unf,Y,Detchd,11.67419361256635
1133,8,1995,1995,1128,1142,2020,1,1995.0,2,466,RL,SawyerW,Gd,GLQ,Y,Attchd,12.386308695833106
1134,6,1997,1997,916,916,1600,1,1997.0,2,460,RL,Gilbert,Gd,Unf,Y,Attchd,12.037653993905211
1135,6,1926,1950,960,986,986,1,1926.0,1,180,RM,BrkSide,TA,Unf,N,Detchd,11.532728092266408
1136,6,1950,1950,1032,1032,1252,0,1950.0,1,288,RL,NAmes,TA,BLQ,Y,Attchd,11.686878772093667
1137,5,1875,1996,780,780,1020,0,1978.5061638868744,0,0,RL,Sawyer,TA,Unf,N,No,11.451050061252142
1138,6,1977,1977,1567,1567,1567,2,1977.0,2,714,RL,Mitchel,TA,ALQ,Y,Attchd,12.185869938212655
1139,5,1920,1950,915,1167,1167,1,1972.0,2,495,RL,BrkSide,TA,BLQ,Y,Detchd,11.877568578558138
1140,5,1951,1951,952,952,952,0,1988.0,2,840,RL,NAmes,TA,ALQ,Y,Detchd,11.842229212112828
1141,5,1976,1976,780,1088,1868,1,1976.0,2,484,RL,NWAmes,TA,ALQ,Y,Attchd,12.193493863323313
1142,8,2006,2007,1466,1466,2828,1,2006.0,3,1052,RL,CollgCr,Ex,GLQ,Y,BuiltIn,12.959538518762063
1143,5,1959,1959,1006,1006,1006,0,1978.5061638868744,0,0,RL,Sawyer,TA,GLQ,Y,No,11.289781913656018
1144,4,1941,1950,672,672,924,0,1941.0,1,280,RL,Edwards,Gd,BLQ,N,Detchd,11.289781913656018
1145,5,1928,1950,1042,1042,1576,1,1928.0,1,225,RM,BrkSide,TA,Unf,Y,Detchd,11.911701584927597
1146,6,1985,1985,1298,1298,1298,1,1985.0,2,403,RL,SawyerW,Gd,GLQ,Y,Attchd,12.100712129872347
1147,7,1941,1950,704,860,1564,1,1941.0,1,234,RL,Crawfor,TA,Rec,Y,Attchd,12.069680020624618
1148,7,1926,1950,572,572,1111,1,1982.0,1,288,RM,OldTown,TA,Unf,Y,Detchd,11.66907414746016
1149,7,1920,1988,650,832,1482,0,1930.0,2,324,RM,OldTown,TA,ALQ,Y,Detchd,11.870599909242044
1150,6,1950,1950,932,932,932,1,1950.0,1,306,RL,NAmes,TA,Unf,Y,Attchd,11.728036844587175
1151,5,1959,1959,1466,1466,1466,2,1959.0,2,528,RL,Edwards,TA,BLQ,Y,Attchd,11.917723684090689
1152,6,1956,2004,1073,1811,1811,1,1956.0,2,470,RL,Crawfor,TA,ALQ,Y,Attchd,12.345834587905333
1153,6,1930,2007,816,816,816,0,2002.0,1,432,RM,IDOTRR,TA,ALQ,Y,Detchd,11.699405031912846
1154,7,1965,1988,864,902,1820,2,1965.0,2,492,RL,NAmes,TA,ALQ,Y,Attchd,12.215032386901646
1155,5,1976,2004,1437,1437,1437,1,1976.0,2,528,RL,Veenker,Gd,ALQ,Y,Attchd,12.292250341771226
1156,5,1965,1999,1219,1265,1265,1,1965.0,2,502,RL,NAmes,TA,ALQ,Y,Attchd,12.100156419938624
1157,7,2007,2008,1314,1314,1314,1,2008.0,2,626,RL,NridgHt,Gd,GLQ,Y,Attchd,12.345834587905333
1158,8,2007,2008,1580,1580,1580,0,2008.0,3,830,RL,Somerst,Gd,Unf,Y,Attchd,12.367885325692589
1159,6,1974,1974,901,943,1876,1,1974.0,2,540,RL,NWAmes,TA,ALQ,Y,Attchd,12.128111104060462
1160,6,1978,1978,855,855,1456,1,1978.0,2,440,RL,NPkVill,Gd,ALQ,Y,Attchd,11.891361900690473
1161,6,1954,2006,1296,1640,1640,1,1993.0,2,924,RL,Crawfor,TA,BLQ,Y,Detchd,12.319401330837177
1162,5,1968,1968,894,894,894,1,1968.0,2,450,RL,Sawyer,Gd,BLQ,Y,Attchd,11.76756768334381
1163,4,1969,1969,1198,1258,1258,0,1969.0,2,400,RL,Sawyer,Gd,GLQ,Y,CarPort,11.598726943661342
1164,5,1978,1978,1360,1432,1432,1,1978.0,2,588,RL,Veenker,Gd,ALQ,Y,Attchd,12.175613438045465
1165,7,2009,2009,1502,1502,1502,0,2009.0,2,644,RL,NridgHt,Gd,Unf,Y,Attchd,12.359523080243038
1166,8,2008,2008,1694,1694,1694,0,2008.0,3,776,RL,CollgCr,Gd,Unf,Y,Attchd,12.41044104151805
1167,6,2000,2000,959,959,1671,1,2000.0,2,472,RL,Gilbert,Gd,GLQ,Y,Attchd,12.061046873479915
1168,6,1935,1986,1127,1236,2108,2,1935.0,2,540,RL,Edwards,TA,Rec,Y,Basment,12.367340793126296
1169,10,1995,1996,1930,1831,3627,1,1995.0,3,807,RL,NoRidge,Ex,GLQ,Y,Attchd,13.345506928718539
1170,6,1977,1977,1096,1118,1118,1,1977.0,1,358,RL,Mitchel,TA,ALQ,Y,Attchd,12.049418835484797
1171,6,1958,1958,1261,1261,1261,1,1958.0,2,433,RL,NAmes,TA,ALQ,Y,Attchd,12.0015054797889
1172,7,2006,2007,625,625,1250,0,2006.0,2,625,FV,Somerst,Gd,Unf,Y,Detchd,12.05466819137094
1173,5,1946,1994,1598,1636,3086,1,1978.5061638868744,0,0,RL,ClearCr,TA,Rec,Y,No,12.20856952572876
1174,6,1932,1950,952,1170,2345,1,1932.0,2,360,RL,Crawfor,Gd,Rec,Y,Detchd,12.384218830913648
1175,8,1992,2000,1683,2129,2872,1,1992.0,2,541,RL,NoRidge,Gd,GLQ,Y,Attchd,12.560244459250788
1176,5,1984,1985,876,923,923,0,1984.0,1,264,RL,Mitchel,TA,ALQ,Y,Attchd,11.691071650353702
1177,6,1926,2004,818,818,1224,0,1926.0,1,210,RM,OldTown,TA,Rec,Y,Detchd,11.652687407345388
1178,5,1921,1950,731,820,1343,1,1921.0,1,186,RL,Crawfor,TA,Unf,Y,Detchd,11.95053502640496
1179,5,1954,1954,0,1124,1124,1,1978.5061638868744,0,0,RL,Edwards,No,No,Y,No,11.440354772135393
1180,7,1990,1991,1216,1298,2514,0,1990.0,2,693,RL,Timber,Gd,LwQ,Y,Attchd,12.429216196844383
1181,8,2008,2008,1600,1652,1652,1,2008.0,2,482,RM,Crawfor,Ex,GLQ,Y,Attchd,12.8802918162046
1182,10,1996,1996,2396,2411,4476,2,1996.0,3,813,RL,NoRidge,Ex,GLQ,Y,Attchd,13.521139497361697
1183,5,1920,1950,1120,1130,1130,1,1970.0,2,720,RL,OldTown,TA,Rec,Y,Detchd,11.695247021764184
1184,5,1963,1963,1572,1572,1572,2,1963.0,3,995,RL,Timber,TA,Rec,Y,2Types,12.137258329529814
1185,5,1924,1950,784,949,1221,0,1965.0,1,392,RL,Edwards,TA,BLQ,Y,Attchd,11.560762794384388
1186,3,1900,1970,978,1014,1699,0,1920.0,2,420,RL,OldTown,Fa,BLQ,Y,CarPort,11.461632170582678
1187,8,1994,1995,1624,1624,1624,1,1994.0,3,757,RL,NoRidge,Gd,GLQ,Y,Attchd,12.476099782743233
1188,7,2002,2002,831,831,1660,0,2002.0,2,493,RL,CollgCr,Gd,Unf,Y,Attchd,12.180754837545884
1189,7,1999,1999,994,1028,1804,1,1999.0,2,442,RL,Gilbert,TA,Unf,Y,Attchd,12.14950229404178
1190,4,1961,1975,1249,1622,1622,1,1975.0,4,1356,RL,Mitchel,TA,BLQ,Y,2Types,12.031719258385396
1191,8,1999,2000,776,764,1441,0,1999.0,2,492,FV,Somerst,Gd,Unf,Y,Detchd,12.066810578196666
1192,5,1925,1994,702,842,1472,0,1925.0,1,250,RM,OldTown,TA,Unf,Y,Detchd,11.736069016284437
1193,6,1999,1999,1224,1224,1224,0,1999.0,2,402,RM,Mitchel,Ex,GLQ,Y,Attchd,12.013700752882718
1194,6,1969,1969,663,663,1352,0,1969.0,1,299,RL,Sawyer,TA,ALQ,Y,Attchd,11.970350312009105
1195,6,2005,2005,728,728,1456,0,2005.0,2,400,RL,Gilbert,Gd,Unf,Y,Attchd,12.078239274020289
1196,7,2006,2006,879,879,1863,1,2006.0,3,660,RL,Gilbert,Gd,Unf,Y,BuiltIn,12.297785453453374
1197,7,1916,1950,815,815,1690,1,1916.0,1,225,RM,OldTown,TA,Unf,Y,Detchd,11.877568578558138
1198,7,2001,2001,1212,1212,1212,0,2001.0,2,573,RL,CollgCr,Gd,Unf,Y,Attchd,12.089538829274222
1199,4,1963,1979,1051,1382,1382,1,1974.0,2,459,RL,Sawyer,TA,Rec,Y,Attchd,11.904967552746252
1200,4,1970,1970,864,864,864,0,1972.0,1,280,RL,NAmes,TA,Unf,Y,Attchd,11.661776411702583
1201,7,1998,1998,866,866,1779,0,1998.0,2,546,RL,CollgCr,Gd,Unf,Y,Attchd,12.195517131590657
1202,5,1925,1997,884,884,1348,1,1960.0,1,216,RM,BrkSide,TA,Unf,Y,Detchd,11.669929213779893
1203,7,2000,2001,1630,1630,1630,1,2000.0,2,451,RL,CollgCr,Gd,Unf,Y,Attchd,12.269047444691562
1204,5,1975,1975,1056,1074,1074,0,1975.0,2,495,RL,NWAmes,Gd,ALQ,Y,Attchd,11.941455846009388
1205,7,1990,1991,2158,2196,2196,1,1990.0,3,701,RL,SawyerW,Gd,ALQ,Y,Attchd,12.513189630620563
1206,4,1966,1966,1056,1056,1056,0,1966.0,1,384,RH,SawyerW,TA,Rec,Y,Detchd,11.580584113444043
1207,6,2003,2003,1682,1700,1700,0,2003.0,2,544,RL,CollgCr,Gd,GLQ,Y,Attchd,12.206072645530174
1208,5,1962,1980,931,1283,1283,0,1980.0,2,506,RL,NAmes,TA,Rec,Y,Detchd,11.84939770159144
1209,8,2006,2006,1660,1660,1660,1,2006.0,2,500,RL,Somerst,Ex,GLQ,Y,Attchd,12.577636201962656
1210,6,1992,1992,1055,1055,1845,1,1992.0,2,462,RL,SawyerW,Gd,Unf,Y,Attchd,12.14950229404178
1211,8,1988,2005,559,1080,1752,0,1988.0,2,492,RL,Gilbert,Gd,GLQ,Y,Basment,12.007621706806335
1212,4,1941,1950,672,672,672,0,1941.0,1,234,RL,Edwards,TA,Rec,Y,Attchd,11.635143097694478
1213,4,1965,2001,648,960,960,0,1965.0,1,364,RL,Sawyer,TA,GLQ,Y,Attchd,11.884489021402711
1214,5,1962,1962,925,999,999,0,1962.0,1,300,RL,NAmes,TA,BLQ,Y,Attchd,11.809319478024031
1215,5,1966,1966,894,894,894,0,1966.0,1,384,RL,Sawyer,TA,Rec,Y,Detchd,11.736069016284437
1216,6,1978,1978,0,1318,1902,0,1978.0,2,539,RM,Sawyer,No,No,Y,Attchd,11.626254150277232
1217,8,2009,2009,1300,1314,1314,0,2009.0,2,552,FV,Somerst,Gd,GLQ,Y,Attchd,12.343466568968994
1218,4,1947,1950,0,672,912,0,1978.5061638868744,0,0,RM,BrkSide,No,No,N,No,11.296012463406655
1219,6,1971,1971,672,672,1218,0,1978.5061638868744,0,0,RM,BrDale,TA,Unf,Y,No,11.424094251263613
1220,5,1964,1964,912,912,912,0,1964.0,1,288,RL,NAmes,TA,Rec,Y,Attchd,11.652687407345388
1221,5,1968,1968,952,1211,1211,1,1968.0,1,322,RL,Sawyer,TA,BLQ,Y,Attchd,11.805595078933049
1222,6,1949,1950,1040,1168,1846,1,1949.0,1,315,RL,NAmes,TA,Rec,Y,Attchd,11.870599909242044
1223,5,1951,1951,2136,2136,2136,0,1951.0,2,528,RL,NAmes,TA,LwQ,N,Detchd,11.834284063781393
1224,7,2004,2005,788,788,1490,1,2004.0,2,388,RL,Gilbert,Gd,GLQ,Y,Attchd,12.122691036591123
1225,6,1958,1958,588,1138,1138,0,1958.0,1,264,RL,NAmes,TA,GLQ,Y,Attchd,11.884489021402711
1226,6,2007,2007,894,894,1933,1,2007.0,3,668,RL,Somerst,Gd,Unf,Y,BuiltIn,12.273731294003989
1227,5,1965,2008,912,912,912,0,1992.0,2,576,RL,NAmes,TA,ALQ,Y,Detchd,11.898187865760873
1228,9,2008,2008,1702,1702,1702,1,2008.0,3,1052,RL,NridgHt,Ex,GLQ,Y,Attchd,12.813917896253697
1229,5,1960,1960,1075,1507,1507,0,1960.0,1,404,RL,NAmes,TA,ALQ,Y,Basment,11.751942365440728
1230,5,1977,1977,1361,1361,2620,1,1977.0,2,600,RL,Sawyer,Gd,GLQ,Y,BuiltIn,12.154779351142624
1231,5,1962,1962,1106,1190,1190,0,1962.0,2,540,RL,NAmes,TA,ALQ,Y,Attchd,11.794337924408413
1232,4,1962,1962,0,1224,1224,0,1962.0,2,462,RL,NAmes,No,No,Y,CarPort,11.53076538309856
1233,5,1959,1959,1188,1188,1188,0,1959.0,2,531,RL,NAmes,TA,Rec,Y,Attchd,11.863582336583399
1234,5,1911,1950,940,1024,1964,0,1978.5061638868744,0,0,RH,SWISU,TA,Unf,N,No,11.77528972943772
1235,5,1914,1950,747,892,1784,0,1914.0,1,180,RL,Crawfor,Gd,Unf,Y,Detchd,11.841415931849784
1236,7,2003,2003,764,764,1626,0,2003.0,2,474,RL,NridgHt,Gd,Unf,Y,BuiltIn,12.075394321888057
1237,7,2004,2005,847,847,1948,1,2004.0,2,434,RL,CollgCr,Gd,Unf,Y,BuiltIn,12.180754837545884
1238,6,2005,2005,1141,1141,1141,0,2005.0,2,484,RL,SawyerW,Gd,Unf,Y,Detchd,11.867097278690842
1239,8,2006,2006,1476,1484,1484,1,2006.0,2,472,RL,Timber,Gd,GLQ,Y,Attchd,12.490875577231112
1240,7,2003,2003,884,884,1768,0,2003.0,2,543,RL,CollgCr,Gd,GLQ,Y,Attchd,12.323411137947407
1241,7,2007,2007,1689,1689,1689,0,2007.0,3,954,RL,Somerst,Gd,Unf,Y,Attchd,12.422505731952896
1242,7,1974,1974,1053,1173,1173,2,1974.0,2,528,RL,NWAmes,Gd,GLQ,Y,Attchd,12.043553716032399
1243,10,2006,2006,2076,2076,2076,1,2006.0,3,850,RL,NridgHt,Ex,GLQ,Y,Attchd,13.049792684569493
1244,8,1929,1950,792,792,1517,2,1931.0,2,400,RL,Crawfor,Gd,Unf,Y,Detchd,12.345834587905333
1245,6,1984,2003,585,1140,1868,1,1984.0,2,477,RL,NWAmes,Gd,Unf,Y,BuiltIn,12.089538829274222
1246,7,2005,2006,756,756,1553,0,2005.0,2,615,FV,Somerst,Gd,Unf,Y,Attchd,12.136186518066006
1247,6,1976,1976,1012,1034,1034,0,1976.0,3,888,RL,Mitchel,TA,GLQ,Y,Attchd,12.042965307660024
1248,6,1917,1950,735,1134,2058,1,1950.0,2,396,RM,OldTown,Gd,Rec,N,Detchd,11.771436160121729
1249,5,1950,1950,876,988,988,0,1950.0,1,276,RL,NAmes,TA,BLQ,Y,Attchd,11.686878772093667
1250,7,1968,1968,2110,2110,2110,2,1968.0,2,522,RL,NAmes,TA,ALQ,Y,Attchd,12.404923504275338
1251,7,2003,2003,1405,1405,1405,1,2003.0,2,478,RL,NridgHt,Gd,Unf,Y,Attchd,12.053795210084596
1252,5,1968,1968,864,874,874,0,1968.0,1,288,RL,Mitchel,TA,BLQ,Y,Attchd,11.77528972943772
1253,7,1974,2003,1192,1516,2167,2,1974.0,2,518,RL,Veenker,TA,LwQ,Y,Attchd,12.591335046320818
1254,7,2003,2004,746,760,1656,1,2003.0,2,397,RL,Edwards,Gd,Unf,Y,BuiltIn,12.016122061571728
1255,6,1931,1950,884,959,1367,1,1978.0,1,560,RM,BrkSide,TA,LwQ,Y,Detchd,11.755871643580617
1256,8,1994,1994,1986,1987,1987,1,1994.0,2,691,RL,NoRidge,Gd,GLQ,Y,Attchd,12.616525295149378
1257,5,1922,1950,864,864,864,0,1978.5061638868744,0,0,RL,Edwards,Fa,Unf,Y,No,11.511924964636645
1258,7,2005,2005,856,1166,1166,0,2005.0,2,400,RL,Gilbert,Gd,GLQ,Y,Attchd,12.154779351142624
1259,6,1969,1969,1054,1054,1054,0,1969.0,2,460,RL,NAmes,Gd,ALQ,Y,Attchd,11.925035115797062
1260,6,1999,1999,841,892,1675,1,1999.0,2,502,RL,Gilbert,Gd,Unf,Y,BuiltIn,12.106252310247962
1261,5,1956,1956,1050,1050,1050,0,1956.0,1,338,RL,NAmes,TA,Rec,Y,Attchd,11.766792188927278
1262,4,1957,1989,1104,1104,1788,2,1957.0,1,304,RL,ClearCr,TA,Unf,Y,Attchd,11.992260421644849
1263,6,1919,1950,764,1060,1824,1,1940.0,2,520,RL,BrkSide,TA,Unf,Y,Detchd,12.103486056755072
1264,6,1998,1999,1405,1337,1337,0,1998.0,2,511,RH,NAmes,Gd,GLQ,Y,Attchd,12.106252310247962
1265,7,1999,1999,691,713,1452,0,1999.0,2,506,FV,Somerst,Gd,GLQ,Y,Detchd,12.122147410592412
1266,7,1910,1950,925,964,1889,1,1960.0,1,308,RM,OldTown,TA,Unf,N,Detchd,11.711776323715394
1267,9,2008,2009,2002,2018,2018,1,2009.0,3,746,RL,Timber,Ex,Unf,Y,Attchd,12.84397135185964
1268,8,1935,1997,728,1968,3447,2,1982.0,3,1014,RL,Crawfor,TA,Rec,Y,BuiltIn,12.850554654108839
1269,5,1958,1958,874,874,1524,0,1958.0,1,315,RL,NAmes,TA,BLQ,Y,Attchd,11.877568578558138
1270,7,1979,1979,1332,1332,1524,1,1979.0,2,586,RL,ClearCr,Gd,GLQ,Y,Attchd,12.468436909997665
1271,6,1968,1968,1489,1489,1489,1,1968.0,2,462,RL,NWAmes,TA,Unf,Y,Attchd,12.132156962580005
1272,5,1965,1965,935,935,935,0,1965.0,1,288,RL,Sawyer,TA,BLQ,Y,Attchd,11.827736204810263
1273,6,1959,2006,1019,1357,1357,1,1959.0,1,312,RL,Edwards,TA,ALQ,Y,Basment,12.083905011555967
1274,5,1910,2003,661,661,1250,1,1985.0,2,552,RL,Crawfor,TA,Unf,Y,Detchd,11.842229212112828
1275,5,1948,1950,928,928,1920,0,1948.0,2,400,RL,NAmes,TA,Rec,Y,Detchd,11.827736204810263
1276,6,1972,1972,723,735,1395,1,1972.0,2,497,RL,NWAmes,TA,BLQ,Y,Attchd,11.99535161421452
1277,6,1967,1976,1680,1724,1724,1,1967.0,2,480,RL,NWAmes,Gd,ALQ,Y,Attchd,12.195517131590657
1278,8,2002,2002,1128,1128,2031,1,2002.0,2,577,RL,CollgCr,Gd,GLQ,Y,Attchd,12.375815420117268
1279,4,1920,1950,698,698,1128,0,1980.0,2,528,C (all),IDOTRR,TA,Unf,Y,Detchd,11.133128103610641
1280,7,2002,2002,1573,1573,1573,0,2002.0,2,544,RL,CollgCr,Gd,GLQ,Y,Attchd,12.332705296463539
1281,7,1990,1990,1309,1339,1339,1,1990.0,2,484,RL,Timber,Gd,ALQ,Y,Attchd,12.100712129872347
1282,5,1977,2008,1040,1040,1040,0,1977.0,2,484,RL,CollgCr,Gd,LwQ,Y,Detchd,11.921718363171067
1283,6,1971,1971,912,912,1824,0,1978.5061638868744,0,0,RL,Mitchel,TA,Unf,Y,No,11.842229212112828
1284,6,1919,1990,804,1699,2447,1,1969.0,1,336,RL,SWISU,TA,Unf,Y,Detchd,12.037653993905211
1285,6,1939,1950,780,825,1412,1,1939.0,1,280,RM,BrkSide,TA,Unf,Y,Detchd,11.794337924408413
1286,6,1963,1963,1328,1328,1328,2,1963.0,2,528,RL,NWAmes,TA,ALQ,Y,Attchd,11.870599909242044
1287,5,1964,1964,1624,1582,1582,0,1964.0,2,390,RL,ClearCr,TA,Rec,Y,Attchd,12.154779351142624
1288,8,2000,2000,1501,1659,1659,1,2000.0,2,499,RL,StoneBr,Gd,GLQ,Y,Attchd,12.535376392672774
1289,8,2006,2006,1085,1120,1970,1,2006.0,3,753,RL,NridgHt,Gd,Unf,Y,BuiltIn,12.546109948315882
1290,5,1964,1964,1152,1152,1152,1,1964.0,2,484,RL,NAmes,TA,GLQ,Y,Attchd,12.103486056755072
1291,5,1972,1972,630,630,1302,0,1972.0,1,264,RM,BrDale,TA,ALQ,Y,Detchd,11.691071650353702
1292,5,1892,1965,994,1378,2372,0,1985.0,1,432,RM,OldTown,TA,Unf,N,Attchd,11.585246126549855
1293,7,1976,1976,832,832,1664,1,1976.0,2,528,RL,NWAmes,Gd,GLQ,Y,Attchd,12.000891794590137
1294,5,1955,1990,864,864,864,0,1957.0,2,572,RL,Edwards,TA,Rec,Y,Detchd,11.652687407345388
1295,5,1968,1968,1052,1052,1052,0,1968.0,1,288,RL,NAmes,TA,BLQ,Y,Attchd,11.83862560460953
1296,5,1963,1963,1120,1128,1128,0,1963.0,2,525,RL,NAmes,TA,ALQ,Y,Attchd,11.951180395901384
1297,6,2005,2006,547,1072,1072,0,2005.0,2,525,RM,Edwards,Gd,GLQ,Y,Basment,11.84939770159144
1298,10,2008,2008,6110,4692,5642,3,2008.0,2,1418,RL,Edwards,Ex,GLQ,Y,Attchd,11.982929094215963
1299,5,1959,1994,1246,1246,1246,0,1959.0,1,305,RL,NAmes,TA,LwQ,Y,Attchd,11.944707881395766
1300,7,1999,1999,978,1005,1983,1,1999.0,2,490,RL,Gilbert,Gd,GLQ,Y,Attchd,12.323855681186558
1301,6,1942,1950,771,753,1494,2,1942.0,1,213,RL,Crawfor,TA,BLQ,Y,Attchd,12.086725887897607
1302,8,1994,1994,1165,1203,2526,1,1994.0,3,844,RL,NoRidge,Gd,GLQ,Y,Attchd,12.577636201962656
1303,7,2005,2005,1616,1616,1616,0,2005.0,3,834,RL,Somerst,Gd,Unf,Y,Attchd,12.354492650648448
1304,7,2004,2004,976,976,1708,0,2004.0,2,380,RM,Edwards,Gd,Unf,Y,Detchd,11.77528972943772
1305,9,2006,2007,1652,1652,1652,2,2006.0,2,840,RL,NridgHt,Ex,GLQ,Y,Attchd,12.691580461311874
1306,7,2005,2006,1368,1368,1368,1,2005.0,2,474,RL,NridgHt,Gd,Unf,Y,Attchd,12.218495165528731
1307,5,1994,1995,990,990,990,0,2000.0,2,480,RL,CollgCr,Gd,ALQ,Y,Detchd,11.835008964139341
1308,5,1948,2005,924,1122,1122,0,1948.0,2,528,RM,OldTown,TA,GLQ,Y,Attchd,11.898187865760873
1309,6,1991,1991,1278,1294,1294,0,1991.0,2,496,RL,SawyerW,Gd,GLQ,Y,Attchd,12.096257779522967
1310,7,1959,2002,1902,1902,1902,2,1959.0,2,567,RL,Crawfor,Gd,GLQ,Y,Attchd,12.721885810807203
1311,7,2005,2007,1274,1274,1274,0,2005.0,2,508,RL,CollgCr,Gd,GLQ,Y,Attchd,12.220961258023925
1312,8,1990,1990,1453,1453,2810,1,1990.0,2,750,RL,NoRidge,Ex,GLQ,Y,Attchd,12.618182296357007
1313,9,1999,1999,1393,1422,2599,1,1999.0,3,779,RL,NoRidge,Gd,Unf,Y,BuiltIn,12.716402146247475
1314,4,1954,1954,948,948,948,1,1956.0,1,280,RL,Edwards,TA,Rec,Y,Detchd,11.686878772093667
1315,6,1969,1969,952,1092,2112,2,1969.0,2,576,RL,NAmes,Fa,ALQ,Y,Attchd,12.239990863733635
1316,8,2008,2008,1622,1630,1630,1,2008.0,3,860,RL,CollgCr,Ex,Unf,Y,Attchd,12.596400426884427
1317,7,2006,2007,1352,1352,1352,1,2006.0,2,466,FV,Somerst,Ex,Unf,Y,Attchd,12.249610947544657
1318,8,2001,2002,1753,1787,1787,1,2001.0,3,748,RL,CollgCr,Gd,Unf,Y,Attchd,12.524526376648708
1319,4,1954,1954,864,948,948,0,1954.0,1,248,RL,Edwards,TA,ALQ,Y,Attchd,11.617285480294472
1320,6,1957,1957,1478,1478,1478,2,1957.0,2,442,RL,NAmes,TA,ALQ,Y,Attchd,11.960811288962345
1321,3,1949,1950,0,720,720,0,1955.0,1,287,RL,BrkSide,No,No,N,Detchd,11.191341840842766
1322,7,1992,1992,750,1061,1923,1,1992.0,2,564,RL,NoRidge,Gd,GLQ,Y,Attchd,12.154779351142624
1323,4,1940,1950,420,708,708,0,1978.5061638868744,0,0,RL,BrkSide,TA,LwQ,Y,No,11.320553572322773
1324,8,2006,2007,1795,1795,1795,1,2007.0,3,895,RL,Somerst,Ex,Unf,Y,Attchd,11.898187865760873
1325,4,1922,1950,796,796,796,0,1978.5061638868744,0,0,RM,IDOTRR,TA,Unf,N,No,10.915088464214607
1326,3,1931,2006,544,774,774,0,1978.5061638868744,0,0,RH,Edwards,TA,Rec,Y,No,11.27720313144916
1327,5,1982,2008,816,816,816,1,1982.0,1,264,RL,Mitchel,TA,ALQ,Y,Attchd,11.779128505744886
1328,6,1920,1950,1510,1584,2792,2,1920.0,2,520,RM,OldTown,Gd,LwQ,Y,Detchd,12.4529327234617
1329,7,1998,1998,935,955,1632,1,1998.0,2,462,RL,Gilbert,Gd,Unf,Y,Attchd,12.081076155355488
1330,8,2006,2006,1588,1588,1588,1,2006.0,3,825,RL,Somerst,Gd,Unf,Y,Attchd,12.332705296463539
1331,5,1976,1976,911,954,954,0,1976.0,2,576,RL,CollgCr,TA,ALQ,Y,Detchd,11.794337924408413
1332,4,1938,1958,816,816,816,1,1958.0,1,288,RL,Edwards,TA,ALQ,Y,Detchd,11.512925464970229
1333,5,1938,1995,803,803,1360,0,1951.0,1,297,RM,IDOTRR,TA,Unf,Y,Detchd,11.740061037553975
1334,5,1970,1970,765,765,1365,0,1970.0,2,440,RM,BrDale,TA,LwQ,Y,Attchd,11.736069016284437
1335,6,1977,1977,1350,1334,1334,1,1977.0,2,630,RL,NWAmes,Gd,ALQ,Y,Attchd,12.031123843065632
1336,5,1973,1973,1656,1656,1656,0,1973.0,2,506,RL,NWAmes,TA,Unf,Y,Detchd,11.813030057420567
1337,4,1941,1950,693,693,693,0,1978.5061638868744,0,0,RM,OldTown,TA,Unf,N,No,10.868568448579715
1338,7,2002,2002,916,920,1861,0,2002.0,2,492,RL,CollgCr,Gd,GLQ,Y,BuiltIn,12.206072645530174
